customerID,churn_probability,risk_tier,MonthlyCharges,value_tier,segment,Contract,tenure,expected_retained_value,net_expected_value,recommend_intervention
0943-ZQPXH,0.3747623634301539,High Risk,92.95,High Value,High Risk / High Value,Month-to-month,44,135.85323055524793,108.35323055524793,True
5141-ZUVBH,0.3195407177165745,High Risk,93.0,High Value,High Risk / High Value,Month-to-month,9,115.89741831580156,88.39741831580156,True
2371-JQHZZ,0.6982143536226179,High Risk,93.0,High Value,High Risk / High Value,Month-to-month,24,253.2423460589235,225.7423460589235,True
2840-XANRC,0.6786921855651036,High Risk,93.15,High Value,High Risk / High Value,Month-to-month,24,246.55869063301867,219.05869063301867,True
8290-YWKHZ,0.6935235064728459,High Risk,93.2,High Value,High Risk / High Value,Month-to-month,32,252.08192413275003,224.58192413275003,True
5482-VXSXJ,0.5359478785638083,High Risk,93.2,High Value,High Risk / High Value,Month-to-month,22,194.8063349003731,167.3063349003731,True
7562-GSUHK,0.4950481958022778,High Risk,93.2,High Value,High Risk / High Value,Month-to-month,16,179.94011821021198,152.44011821021198,True
4250-WAROZ,0.2906229467060103,High Risk,93.25,High Value,High Risk / High Value,Month-to-month,60,105.6923001433083,78.1923001433083,True
3144-KMTWZ,0.217747133282573,High Risk,93.25,High Value,High Risk / High Value,Month-to-month,71,79.18918869653974,51.689188696539745,True
1485-YDHMM,0.2192651836214704,High Risk,93.25,High Value,High Risk / High Value,Month-to-month,52,79.74126565353825,52.24126565353825,True
6521-YYTYI,0.7969876772403226,High Risk,93.3,High Value,High Risk / High Value,Month-to-month,1,289.9999061174362,262.4999061174362,True
0236-HFWSV,0.7530488492401336,High Risk,93.35,High Value,High Risk / High Value,Month-to-month,15,274.1587292986093,246.65872929860927,True
7422-WNBTY,0.537303623868069,High Risk,93.35,High Value,High Risk / High Value,Month-to-month,33,195.6134438235285,168.1134438235285,True
6300-BWMJX,0.231702908101323,High Risk,93.35,High Value,High Risk / High Value,Month-to-month,59,84.35491923790815,56.85491923790815,True
6578-KRMAW,0.295126312181843,High Risk,93.4,High Value,High Risk / High Value,Month-to-month,32,107.50271047535813,80.00271047535813,True
5708-EVONK,0.2006997225706099,High Risk,93.4,High Value,High Risk / High Value,Month-to-month,58,73.10688094357036,45.60688094357036,True
1685-BQULA,0.4132323177680275,High Risk,93.4,High Value,High Risk / High Value,Month-to-month,40,150.5240040701817,123.02400407018169,True
3316-UWXUY,0.153528460696901,Low Risk,93.5,High Value,Low Risk / High Value,Month-to-month,50,55.98415319312494,28.48415319312494,True
0674-DGMAQ,0.5948246434813147,High Risk,93.5,High Value,High Risk / High Value,Month-to-month,32,216.90280624546142,189.40280624546142,True
1731-TVIUK,0.6689558499869617,High Risk,93.5,High Value,High Risk / High Value,Month-to-month,4,243.93475069774559,216.43475069774559,True
2985-FMWYF,0.7195821377578968,High Risk,93.5,High Value,High Risk / High Value,Month-to-month,23,262.39562653341704,234.89562653341704,True
9497-QCMMS,0.8494809925394343,High Risk,93.55,High Value,High Risk / High Value,Month-to-month,1,309.9288927230499,282.4288927230499,True
9025-AOMKI,0.7453030495601112,High Risk,93.55,High Value,High Risk / High Value,Month-to-month,6,271.9200911167588,244.42009111675878,True
9189-JWSHV,0.7451599761318639,High Risk,93.55,High Value,High Risk / High Value,Month-to-month,24,271.8678914918299,244.36789149182988,True
7402-EYFXX,0.7268559104531443,High Risk,93.6,High Value,High Risk / High Value,Month-to-month,26,265.3314815518158,237.83148155181578,True
0376-OIWME,0.4549569564558565,High Risk,93.6,High Value,High Risk / High Value,Month-to-month,36,166.07748738464585,138.57748738464585,True
8178-EYZUO,0.3456367520702443,High Risk,93.7,High Value,High Risk / High Value,Month-to-month,46,126.30603830902939,98.80603830902939,True
3062-ICYZQ,0.2798813247216847,High Risk,93.8,High Value,High Risk / High Value,Month-to-month,51,102.38618620968668,74.88618620968668,True
8749-JMNKX,0.3240912535402393,High Risk,93.8,High Value,High Risk / High Value,Month-to-month,51,118.55906237009036,91.05906237009036,True
8914-RBTSB,0.4704750280152395,High Risk,93.8,High Value,High Risk / High Value,Month-to-month,31,172.10917474853488,144.60917474853488,True
7852-LECYP,0.4685957617779979,High Risk,93.8,High Value,High Risk / High Value,Month-to-month,13,171.42170157362716,143.92170157362716,True
2719-BDAQO,0.512867525426614,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,17,187.7172073190221,160.2172073190221,True
5002-GCQFH,0.2761780398918626,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,49,101.08530527102009,73.58530527102009,True
7024-OHCCK,0.8473380324659238,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,2,310.13842995301513,282.63842995301513,True
0397-GZBBC,0.4276210263223274,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,59,156.51570994936665,129.01570994936665,True
4626-GYCZP,0.7901874049952908,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,7,289.2204430393513,261.7204430393513,True
8149-RSOUN,0.8224458938653414,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,1,301.0275338431229,273.5275338431229,True
4424-TKOPW,0.8453764990940454,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,2,309.420479315907,281.920479315907,True
9912-GVSEQ,0.6389574437445195,High Risk,93.85,High Value,High Risk / High Value,Month-to-month,26,233.8680087721503,206.3680087721503,True
4307-KTUMW,0.2677118012534285,High Risk,93.9,High Value,High Risk / High Value,Month-to-month,53,98.03873873701806,70.53873873701806,True
7268-IGMFD,0.4888644409548399,High Risk,93.9,High Value,High Risk / High Value,Month-to-month,18,179.02704692207192,151.52704692207192,True
1608-GMEWB,0.5267093341901763,High Risk,93.9,High Value,High Risk / High Value,Month-to-month,45,192.88622527378448,165.38622527378448,True
5380-AFSSK,0.7422261616300619,High Risk,93.9,High Value,High Risk / High Value,Month-to-month,5,271.810642650545,244.310642650545,True
0111-KLBQG,0.4566499566089174,High Risk,93.95,High Value,High Risk / High Value,Month-to-month,32,167.31882735129037,139.81882735129037,True
1567-DSCIC,0.7064985696180641,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,8,259.0023756219823,231.5023756219823,True
9300-AGZNL,0.8485467627756909,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,1,311.0772432335683,283.5772432335683,True
2982-VPSGI,0.7765060185731519,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,11,284.6671064089175,257.1671064089175,True
6833-JMZYP,0.6110973839321394,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,15,224.02830094952233,196.52830094952233,True
2720-WGKHP,0.8444592995163648,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,2,309.57877920269937,282.07877920269937,True
2267-WTPYD,0.2608306912382932,High Risk,94.0,High Value,High Risk / High Value,Month-to-month,57,95.62053140795831,68.12053140795831,True
8087-LGYHQ,0.7233290905164795,High Risk,94.05,High Value,High Risk / High Value,Month-to-month,9,265.3134937559921,237.8134937559921,True
9600-UDOPK,0.5661132035528852,High Risk,94.05,High Value,High Risk / High Value,Month-to-month,30,207.6474924971805,180.1474924971805,True
6137-NICCO,0.6043336680285557,High Risk,94.05,High Value,High Risk / High Value,Month-to-month,6,221.66656776453408,194.16656776453408,True
5609-CEBID,0.6762406773210186,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,20,248.1735661700406,220.6735661700406,True
5334-JLAXU,0.1928134272802274,Low Risk,94.1,High Value,Low Risk / High Value,Month-to-month,60,70.76059967757065,43.26059967757065,True
4760-THGOT,0.3856098380240607,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,43,141.51495445645003,114.01495445645003,True
8161-QYMTT,0.7927672284041953,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,7,290.93764515205567,263.43764515205567,True
9360-OMDZZ,0.6997623767240629,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,24,256.80579463396384,229.30579463396384,True
0023-XUOPT,0.598256379980523,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,13,219.55410888905212,192.05410888905212,True
3976-BWUCK,0.3810532650294339,High Risk,94.1,High Value,High Risk / High Value,Month-to-month,30,139.84273773315192,112.34273773315192,True
1346-PJWTK,0.1140056879068091,Low Risk,94.15,High Value,Low Risk / High Value,Month-to-month,61,41.8611785140617,14.361178514061699,True
7218-HKQFK,0.6986749627984901,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,2,256.6792078329093,229.1792078329093,True
5935-FCCNB,0.7812279725610674,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,17,287.00753255948496,259.50753255948496,True
2929-ERCFZ,0.7056716713341762,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,8,259.24965861474965,231.74965861474965,True
9093-FPDLG,0.5448450630636571,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,11,200.16517926832637,172.66517926832637,True
5519-NPHVG,0.7644870307302095,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,12,280.85724534966437,253.35724534966437,True
0082-OQIQY,0.5040797839711997,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,29,185.18883103533935,157.68883103533935,True
3006-XIMLN,0.7388165989591328,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,2,271.4264421256062,243.92644212560617,True
8708-XPXHZ,0.55781430654576,High Risk,94.2,High Value,High Risk / High Value,Month-to-month,42,204.92981993878135,177.42981993878135,True
7789-CRUVC,0.1440913784262565,Low Risk,94.2,High Value,Low Risk / High Value,Month-to-month,61,52.93629060623812,25.436290606238117,True
8621-MNIHH,0.5873408608845152,High Risk,94.25,High Value,High Risk / High Value,Month-to-month,34,215.8918169396257,188.3918169396257,True
1728-CXQBE,0.3673393653545816,High Risk,94.25,High Value,High Risk / High Value,Month-to-month,64,135.02476722021032,107.52476722021032,True
4094-NSEDU,0.7596251550048275,High Risk,94.25,High Value,High Risk / High Value,Month-to-month,21,279.2192163508995,251.7192163508995,True
2645-QTLMB,0.712613390718162,High Risk,94.25,High Value,High Risk / High Value,Month-to-month,7,261.9388670932284,234.4388670932284,True
8063-RJYNF,0.5991875413672471,High Risk,94.25,High Value,High Risk / High Value,Month-to-month,16,220.24636051806584,192.74636051806584,True
0730-KOAVE,0.3633411642351088,High Risk,94.3,High Value,High Risk / High Value,Month-to-month,30,133.62597997074596,106.12597997074596,True
1374-DMZUI,0.8411816147865581,High Risk,94.3,High Value,High Risk / High Value,Month-to-month,4,309.3613624700525,281.8613624700525,True
5461-QKNTN,0.4236895366115799,High Risk,94.3,High Value,High Risk / High Value,Month-to-month,43,155.82030087964074,128.32030087964074,True
9919-KNPOO,0.7157769047131712,High Risk,94.3,High Value,High Risk / High Value,Month-to-month,21,263.241272246363,235.741272246363,True
5274-XHAKY,0.2912517884904407,High Risk,94.3,High Value,High Risk / High Value,Month-to-month,41,107.11367025312936,79.61367025312936,True
5698-BQJOH,0.7208450486008523,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,9,265.38631309288985,237.88631309288985,True
9058-HRZSV,0.1734172642126376,Low Risk,94.4,High Value,Low Risk / High Value,Month-to-month,65,63.84529999252466,36.34529999252466,True
2267-FPIMA,0.2592170000254108,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,50,95.43333072935526,67.93333072935526,True
9763-PDTKK,0.4647034532169858,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,4,171.0852233363655,143.5852233363655,True
2979-SXESE,0.4744769728815438,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,17,174.68344233606916,147.18344233606916,True
9658-WYUFB,0.5683670822004161,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,17,209.25002498290522,181.75002498290522,True
9574-RKJIF,0.4288010596739992,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,30,157.86739812957956,130.36739812957956,True
2347-WKKAE,0.4154990553145575,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,42,152.9701322046075,125.4701322046075,True
9223-UCPVT,0.7074259963596682,High Risk,94.4,High Value,High Risk / High Value,Month-to-month,1,260.44595481977547,232.94595481977547,True
4385-GZQXV,0.662112088265288,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,16,243.89229827296015,216.39229827296015,True
3143-ILDAL,0.2869558964521254,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,56,105.70163923762263,78.20163923762263,True
7271-AJDTL,0.2831757060077938,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,55,104.3091871865009,76.8091871865009,True
3217-FZDMN,0.6975331130921306,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,8,256.9398098730518,229.4398098730518,True
4192-GORJT,0.7480922823408666,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,5,275.5635326616699,248.0635326616699,True
9253-QXKBE,0.7033379838625038,High Risk,94.45,High Value,High Risk / High Value,Month-to-month,29,259.0780630456726,231.5780630456726,True
5244-IRFIH,0.6828678251037283,High Risk,94.5,High Value,High Risk / High Value,Month-to-month,33,251.67093694197905,224.17093694197905,True
5899-OUVKV,0.5524881210897683,High Risk,94.5,High Value,High Risk / High Value,Month-to-month,31,203.6194970276341,176.1194970276341,True
1481-ZUWZA,0.3882593368873627,High Risk,94.5,High Value,High Risk / High Value,Month-to-month,28,143.09297860983753,115.59297860983753,True
9699-UBQFS,0.4368503271302507,High Risk,94.5,High Value,High Risk / High Value,Month-to-month,43,161.00118806385387,133.50118806385387,True
6101-IMRMM,0.5500712317099694,High Risk,94.5,High Value,High Risk / High Value,Month-to-month,6,202.72875244670925,175.22875244670925,True
6522-YRBXD,0.4897510445468096,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,35,180.5932489214133,153.0932489214133,True
1626-ERCMM,0.7604852213965119,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,20,280.4251229638568,252.92512296385678,True
9898-KZQDZ,0.4997862496366325,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,40,184.29368062226004,156.79368062226004,True
5439-WIKXB,0.5265788406934365,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,41,194.1733146115012,166.6733146115012,True
4971-PUYQO,0.6100365716534042,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,27,224.94793561433454,197.44793561433454,True
3338-CVVEH,0.6995024188023296,High Risk,94.55,High Value,High Risk / High Value,Month-to-month,12,257.93801942126504,230.43801942126504,True
4910-GMJOT,0.8206652018838849,High Risk,94.6,High Value,High Risk / High Value,Month-to-month,1,302.7762195830405,275.2762195830405,True
9058-MJLZC,0.5491073722724232,High Risk,94.6,High Value,High Risk / High Value,Month-to-month,24,202.58767392618785,175.08767392618785,True
5567-WSELE,0.8389549901818862,High Risk,94.6,High Value,High Risk / High Value,Month-to-month,3,309.5240540777051,282.0240540777051,True
4070-OKWVH,0.2634969125004578,High Risk,94.6,High Value,High Risk / High Value,Month-to-month,52,97.21455089791891,69.71455089791891,True
4124-MMETB,0.6207341636939436,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,22,229.1347055151639,201.6347055151639,True
5364-XYIRR,0.5053421403497188,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,51,186.5394709779935,159.0394709779935,True
4831-EOBFE,0.2896996597920832,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,29,106.93828391735065,79.43828391735065,True
6173-GOLSU,0.3313553381137906,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,67,122.31485273463412,94.81485273463412,True
0848-ZGQIJ,0.5819872274214646,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,16,214.83185519422238,187.33185519422238,True
2037-SGXHH,0.4589693399625502,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,38,169.42164730707597,141.92164730707597,True
0129-KPTWJ,0.2869309446692296,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,72,105.91625426047607,78.41625426047607,True
6583-KQJLK,0.7025601032828747,High Risk,94.65,High Value,High Risk / High Value,Month-to-month,15,259.33952372532394,231.83952372532394,True
0148-DCDOS,0.6182388253409298,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,25,228.3341453631656,200.8341453631656,True
5955-ERIHD,0.7289550581534454,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,18,269.224971627812,241.724971627812,True
0325-XBFAC,0.7284333698682331,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,8,269.03229649343456,241.53229649343456,True
3647-GMGDH,0.5331525961869356,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,22,196.90924834972094,169.40924834972094,True
6502-HCJTI,0.59188419428869,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,7,218.60058947664191,191.10058947664191,True
1472-TNCWL,0.4818005202981923,High Risk,94.7,High Value,High Risk / High Value,Month-to-month,36,177.94338616173138,150.44338616173138,True
5168-MSWXT,0.6978691482315224,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,8,257.88009700025333,230.38009700025333,True
7943-RQCHR,0.7849733780295138,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,9,290.06728751635615,262.56728751635615,True
8017-LXHFA,0.6685213377747916,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,23,247.03534734122985,219.53534734122985,True
5144-TVGLP,0.5742341750472255,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,38,212.19388353432606,184.69388353432606,True
6350-XFYGW,0.7920186068397098,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,4,292.6706756924438,265.1706756924438,True
0060-FUALY,0.2757489054764021,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,59,101.89611429616747,74.39611429616747,True
3096-GKWEB,0.7290267613494543,High Risk,94.75,High Value,High Risk / High Value,Month-to-month,18,269.3936139876571,241.8936139876571,True
7982-VCELR,0.4307964487183354,High Risk,94.8,High Value,High Risk / High Value,Month-to-month,36,159.274063020143,131.774063020143,True
7225-CBZPL,0.7727227496398276,High Risk,94.8,High Value,High Risk / High Value,Month-to-month,17,285.691054996837,258.191054996837,True
3387-VATUS,0.7436635717500327,High Risk,94.85,High Value,High Risk / High Value,Month-to-month,5,275.0923101439134,247.59231014391338,True
5150-ITWWB,0.841076453410575,High Risk,94.85,High Value,High Risk / High Value,Month-to-month,3,311.12679626337285,283.62679626337285,True
3045-XETSH,0.697975075506786,High Risk,94.85,High Value,High Risk / High Value,Month-to-month,10,258.19145005609266,230.69145005609266,True
2344-JMOGN,0.463218661646707,High Risk,94.85,High Value,High Risk / High Value,Month-to-month,9,171.3515312230416,143.8515312230416,True
7398-SKNQZ,0.7518974806926785,High Risk,94.9,High Value,High Risk / High Value,Month-to-month,3,278.2847765791672,250.78477657916721,True
7209-JCUDS,0.7232235937560112,High Risk,94.9,High Value,High Risk / High Value,Month-to-month,10,267.67228428503734,240.17228428503734,True
2359-KLTEK,0.3940535013412581,High Risk,94.9,High Value,High Risk / High Value,Month-to-month,41,145.84314138141306,118.34314138141306,True
9714-EDSUC,0.4118677718208523,High Risk,94.9,High Value,High Risk / High Value,Month-to-month,4,152.43638102861564,124.93638102861564,True
4391-LNRXK,0.3879328039920036,High Risk,94.95,High Value,High Risk / High Value,Month-to-month,22,143.65345698225892,116.15345698225892,True
3452-GWUIN,0.7662988467088434,High Risk,94.95,High Value,High Risk / High Value,Month-to-month,19,283.76429443051825,256.26429443051825,True
5349-IECLD,0.6938770557673252,High Risk,94.95,High Value,High Risk / High Value,Month-to-month,2,256.9461431359194,229.44614313591939,True
3874-EQOEP,0.6478081083446481,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,7,240.01290414169213,212.51290414169213,True
0094-OIFMO,0.7385676465749097,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,11,273.6393130560041,246.13931305600408,True
2475-MROZF,0.2400122058534228,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,30,88.92452226869315,61.42452226869315,True
0684-AOSIH,0.6977718562624035,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,1,258.5244727452205,231.02447274522052,True
1194-HVAIF,0.4957663211363168,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,27,183.68142198100537,156.18142198100537,True
2105-PHWON,0.3827731811894407,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,33,141.8174636306878,114.3174636306878,True
5119-KEPFY,0.5404569529722556,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,36,200.2393010762207,172.7393010762207,True
1597-LHYNC,0.5589413934300297,High Risk,95.0,High Value,High Risk / High Value,Month-to-month,26,207.08778626582603,179.58778626582603,True
3951-NJCVI,0.6254109255142984,High Risk,95.05,High Value,High Risk / High Value,Month-to-month,42,231.83670303352284,204.33670303352284,True
3793-MMFUH,0.8013048176711636,High Risk,95.05,High Value,High Risk / High Value,Month-to-month,13,297.039689386612,269.539689386612,True
5889-JTMUL,0.4762755993593938,High Risk,95.05,High Value,High Risk / High Value,Month-to-month,50,176.55298330453047,149.05298330453047,True
1095-JUDTC,0.4110439674251015,High Risk,95.05,High Value,High Risk / High Value,Month-to-month,47,152.37194350464802,124.87194350464802,True
2823-LKABH,0.5196351882263935,High Risk,95.05,High Value,High Risk / High Value,Month-to-month,18,192.62616609958297,165.12616609958297,True
5183-SNMJQ,0.5453346015090568,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,10,202.25915035369405,174.75915035369405,True
9944-HKVVB,0.7387633344326796,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,3,273.9999331077365,246.49993310773652,True
5382-SOYZL,0.7103623219252694,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,22,263.4662815788631,235.96628157886312,True
6242-MBHPK,0.6158755330257462,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,23,228.422076443919,200.922076443919,True
5649-ANRML,0.559035146270596,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,2,207.34054540030132,179.84054540030132,True
5178-LMXOP,0.8458508263985339,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,1,313.71761300295225,286.21761300295225,True
2270-CHBFN,0.170691001965073,Low Risk,95.1,High Value,Low Risk / High Value,Month-to-month,44,63.30758571882592,35.80758571882592,True
6075-SLNIL,0.4061785489611785,High Risk,95.1,High Value,High Risk / High Value,Month-to-month,38,150.64756202421148,123.14756202421148,True
9512-UIBFX,0.4639253617133018,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,18,172.15574285138058,144.65574285138058,True
3003-CMDUU,0.5468900057130545,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,25,202.94267777002887,175.44267777002887,True
7851-WZEKY,0.8152842872247438,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,2,302.5397697247941,275.0397697247941,True
4659-NZRUF,0.5525016511497787,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,19,205.02507521691564,177.52507521691564,True
5982-FPVQN,0.4731366789508861,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,37,175.57392450848963,148.07392450848963,True
6328-ZPBGN,0.752578247456607,High Risk,95.15,High Value,High Risk / High Value,Month-to-month,11,279.27049895743505,251.77049895743505,True
3049-SOLAY,0.8102913638601091,High Risk,95.2,High Value,High Risk / High Value,Month-to-month,3,300.84497757398134,273.34497757398134,True
2754-VDLTR,0.6737694949668167,High Risk,95.2,High Value,High Risk / High Value,Month-to-month,10,250.1571380912797,222.6571380912797,True
1960-UYCNN,0.6960757646179758,High Risk,95.25,High Value,High Risk / High Value,Month-to-month,10,258.5747446614626,231.0747446614626,True
9061-TIHDA,0.7938585038780133,High Risk,95.25,High Value,High Risk / High Value,Month-to-month,13,294.898587728085,267.398587728085,True
3207-OYBWH,0.3406824604474807,High Risk,95.25,High Value,High Risk / High Value,Month-to-month,57,126.5550169947279,99.0550169947279,True
2824-MYYBN,0.560175752657058,High Risk,95.25,High Value,High Risk / High Value,Month-to-month,37,208.09128771828063,180.59128771828063,True
7547-EKNFS,0.3865933468369407,High Risk,95.25,High Value,High Risk / High Value,Month-to-month,42,143.60976351625257,116.10976351625257,True
9793-WECQC,0.4304749263667534,High Risk,95.3,High Value,High Risk / High Value,Month-to-month,23,159.99461588273124,132.49461588273124,True
2386-OWURY,0.3338624475727101,High Risk,95.3,High Value,High Risk / High Value,Month-to-month,58,124.08665588934917,96.58665588934917,True
9921-EZKBY,0.374110583202869,High Risk,95.3,High Value,High Risk / High Value,Month-to-month,33,139.04568045901033,111.54568045901033,True
8421-WZOOW,0.1868828106753693,Low Risk,95.3,High Value,Low Risk / High Value,Month-to-month,57,69.4587342437145,41.9587342437145,True
8357-EQXFO,0.7374571642279574,High Risk,95.35,High Value,High Risk / High Value,Month-to-month,7,274.2345083756294,246.7345083756294,True
2660-EMUBI,0.8057099138108267,High Risk,95.35,High Value,High Risk / High Value,Month-to-month,10,299.61531709926305,272.11531709926305,True
8755-IWJHN,0.2556471890625035,High Risk,95.35,High Value,High Risk / High Value,Month-to-month,69,95.06624196072787,67.56624196072787,True
2984-AFWNC,0.6655509012155488,High Risk,95.4,High Value,High Risk / High Value,Month-to-month,3,247.62486830625713,220.12486830625713,True
0701-RFGFI,0.4080870491753428,High Risk,95.4,High Value,High Risk / High Value,Month-to-month,49,151.83286751617806,124.33286751617806,True
0396-YCHWO,0.6163191966774979,High Risk,95.4,High Value,High Risk / High Value,Month-to-month,36,229.3077203158299,201.8077203158299,True
4724-WXVWF,0.2894809164420937,High Risk,95.4,High Value,High Risk / High Value,Month-to-month,48,107.7042697714454,80.2042697714454,True
9279-CJEOJ,0.6982406926160417,High Risk,95.4,High Value,High Risk / High Value,Month-to-month,21,259.7874320947245,232.28743209472452,True
1658-BYGOY,0.7711708472792399,High Risk,95.45,High Value,High Risk / High Value,Month-to-month,18,287.0722037539335,259.5722037539335,True
8098-LLAZX,0.8374738516901661,High Risk,95.45,High Value,High Risk / High Value,Month-to-month,4,311.75382866092275,284.25382866092275,True
9776-OJUZI,0.2946590976530631,High Risk,95.45,High Value,High Risk / High Value,Month-to-month,65,109.68832239684099,82.18832239684099,True
3318-OSATS,0.6790628151129458,High Risk,95.45,High Value,High Risk / High Value,Month-to-month,35,252.78452823986964,225.28452823986964,True
0295-PPHDO,0.8152094614430136,High Risk,95.45,High Value,High Risk / High Value,Month-to-month,1,303.4657980694691,275.9657980694691,True
4929-XIHVW,0.7252339476778855,High Risk,95.5,High Value,High Risk / High Value,Month-to-month,2,270.1133838126285,242.6133838126285,True
5302-BDJNT,0.3874643158047423,High Risk,95.5,High Value,High Risk / High Value,Month-to-month,35,144.31108442147627,116.81108442147627,True
0564-MUUQK,0.4680987448013777,High Risk,95.5,High Value,High Risk / High Value,Month-to-month,20,174.34337750127312,146.84337750127312,True
0564-JJHGS,0.7758008488912119,High Risk,95.5,High Value,High Risk / High Value,Month-to-month,9,288.9470261695319,261.4470261695319,True
0576-WNXXC,0.622642699323526,High Risk,95.55,High Value,High Risk / High Value,Month-to-month,27,232.02468868941537,204.52468868941537,True
4690-PKDQG,0.5178245750499005,High Risk,95.55,High Value,High Risk / High Value,Month-to-month,42,192.96473876947022,165.46473876947022,True
3597-MVHJT,0.6093432617461113,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,27,227.18754170942015,199.68754170942015,True
3643-AHCFP,0.7692690698590762,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,7,286.814280006258,259.314280006258,True
0637-YLETY,0.5658533728132683,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,16,210.97277151969894,183.47277151969894,True
6356-ELRKD,0.7011702233346936,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,1,261.42430606810717,233.92430606810717,True
3320-VEOYC,0.7857798536811674,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,14,292.9701606464864,265.4701606464864,True
8610-WFCJF,0.4959915583748142,High Risk,95.6,High Value,High Risk / High Value,Month-to-month,49,184.92549262446573,157.42549262446573,True
3269-ATYWD,0.5725799439130268,High Risk,95.65,High Value,High Risk / High Value,Month-to-month,39,213.59235937759598,186.09235937759598,True
